"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote"
"GBR","New Concept Energy, Inc","1.72","$3.35M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gbr"
"NEN","New England Realty Associates Limited Partnership","48.7","$185.55M","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/nen"
"NGD","NEW GOLD INC.","3.3","$1.68B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ngd"
"HLTH","Nobilis Health Corp.","6.92","$423.56M","2015","n/a","n/a","http://www.nasdaq.com/symbol/hlth"
"NSAT","Norsat International Inc.","4.95","$28.87M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/nsat"
"NAK","Northern Dynasty Minerals, Ltd.","0.395","$41.46M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/nak"
"NOG","Northern Oil and Gas, Inc.","8.77","$539.78M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nog"
"NBY","NovaBay Pharmaceuticals, Inc.","0.6485","$40.29M","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nby"
"NCQ","NovaCopper Inc.","0.5702","$34.57M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ncq"
"NG","Novagold Resources Inc.","3.76","$1.2B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ng"
"NTN","NTN Buzztime, Inc.","0.4075","$37.65M","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/ntn"
"NVX","Nuveen California Dividend Advantage Municipal Fund 2","14.52","$214.3M","2001","n/a","n/a","http://www.nasdaq.com/symbol/nvx"
"NZH","Nuveen California Dividend Advantage Municipal Fund 3","13.76","$332.33M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nzh"
"NCB","Nuveen California Municipal Value Fund 2","16.52","$54.32M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ncb"
"CFD","Nuveen Diversified Commodity Fund","12.33","$111.55M","2010","n/a","n/a","http://www.nasdaq.com/symbol/cfd"
"NXZ","Nuveen Dividend Advantage Municipal Fund 2","14.0352","$413.74M","2001","n/a","n/a","http://www.nasdaq.com/symbol/nxz"
"NZF","Nuveen Dividend Advantage Municipal Fund 3","14.02","$509.35M","2007","n/a","n/a","http://www.nasdaq.com/symbol/nzf"
"NVG","Nuveen Dividend Advantage Municipal Income Fund","14.25","$379.96M","2002","n/a","n/a","http://www.nasdaq.com/symbol/nvg"
"CTF","Nuveen Long/Short Commodity Total Return Fund","16.35","$267.25M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ctf"
"NOM","Nuveen Missouri Premium Income Municipal Fund","15.26","$35.59M","1993","n/a","n/a","http://www.nasdaq.com/symbol/nom"
"NMZ","Nuveen Municipal High Income Opportunity Fund","13.74","$687.99M","2003","n/a","n/a","http://www.nasdaq.com/symbol/nmz"
"NJV","Nuveen New Jersey Municipal Value Fund","14.7","$22.79M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/njv"
"NXK","Nuveen New York Dividend Advantage Municipal Fund 2","13.44","$87.13M","2001","n/a","n/a","http://www.nasdaq.com/symbol/nxk"
"NYV","Nuveen New York Municipal Value Fund 2","15.03","$35.31M","2009","n/a","n/a","http://www.nasdaq.com/symbol/nyv"
"NPN","Nuveen Pennsylvania Municipal Value Fund","15.49","$18.89M","2009","n/a","n/a","http://www.nasdaq.com/symbol/npn"
"JRS","Nuveen Real Estate Fund","11.46","$331.11M","2001","n/a","n/a","http://www.nasdaq.com/symbol/jrs"
"OGEN","Oragenics, Inc.","0.87","$33.39M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ogen"
"TIS","Orchids Paper Products Company","21.95","$192.26M","2005","Basic Industries","Paper","http://www.nasdaq.com/symbol/tis"
"ONVO","Organovo Holdings, Inc.","4.77","$388.69M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/onvo"
"ONP","Orient Paper, Inc.","1.8","$36.57M","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/onp"
"OESX","Orion Energy Systems, Inc.","2.99","$81.98M","2007","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/oesx"
"OSGB","Overseas Shipholding Group, Inc.","3.32","$101.42M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/osgb"
"ORM","Owens Realty Mortgage, Inc.","13.29","$143.11M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/orm"
"PHF","Pacholder High Yield Fund, Inc.","7.46","$96.95M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/phf"
"PBM","Pacific Booker Minerals Inc","4.15","$51.31M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pbm"
"PCG^A","Pacific Gas & Electric Co.","29.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^a"
"PCG^B","Pacific Gas & Electric Co.","26.9999","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^b"
"PCG^C","Pacific Gas & Electric Co.","25.39","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^c"
"PCG^D","Pacific Gas & Electric Co.","24.89","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^d"
"PCG^E","Pacific Gas & Electric Co.","25.34","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^e"
"PCG^G","Pacific Gas & Electric Co.","23.63","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^g"
"PCG^H","Pacific Gas & Electric Co.","23.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^h"
"PCG^I","Pacific Gas & Electric Co.","23.98","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^i"
"PTN","Palatin Technologies, Inc.","0.89","$37.52M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptn"
"PARR","Par Petroleum Corporation","24.11","$894.33M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/parr"
"PZG","Paramount Gold and Silver Corp.","1.75","n/a","2015","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pzg"
"PRK","Park National Corporation","81.67","$1.26B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/prk"
"PED","Pedevco Corp.","0.7","$26.47M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ped"
"PFNX","Pfenex Inc.","12.74","$261.46M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pfnx"
"PIP","PharmAthene, Inc","1.59","$101.18M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pip"
"HNW","Pioneer Diversified High Income Trust","17.44","$145.32M","2007","n/a","n/a","http://www.nasdaq.com/symbol/hnw"
"PLG","Platinum Group Metals Ltd.","0.45","$346.02M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/plg"
"PLM","Polymet Mining Corp.","1.1674","$322.75M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/plm"
"PW","Power REIT","6.1","$10.56M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pw"
"PW^A","Power REIT","26.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pw^a"
"APTS","Preferred Apartment Communities, Inc.","11.01","$241.83M","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/apts"
"PLX","Protalix BioTherapeutics, Inc.","2.18","$204.06M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/plx"
"PVCT","Provectus Biopharmaceuticals, Inc.","0.886","$164.06M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pvct"
"RLGT","Radiant Logistics, Inc.","5.23","$181.55M","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/rlgt"
"RLGT^A","Radiant Logistics, Inc.","27.8335","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rlgt^a"
"REE","Rare Element Resources Ltd.","0.66","$34.94M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ree"
"UTG","Reaves Utility Income Fund","30.15","$874.78M","2004","n/a","n/a","http://www.nasdaq.com/symbol/utg"
"REED","Reeds, Inc.","5.11","$66.78M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/reed"
"RWC","RELM Wireless Corporation","6.59","$90.22M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/rwc"
"RCG","RENN Fund, Inc.","1.2","$5.36M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rcg"
"RVP","Retractable Technologies, Inc.","4.15","$114.94M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/rvp"
"RVM","Revett Mining Company, Inc.","0.48","$18.85M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rvm"
"RNN","Rexahn Pharmaceuticals, Inc.","0.7151","$128.15M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rnn"
"RIC","Richmont Mines, Inc.","3.2","$185.41M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ric"
"REI","Ring Energy, Inc.","11.82","$304.34M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rei"
"RIF","RMR Real Estate Income Fund.","20.45","$156.47M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rif"
"RBY","Rubicon Minerals Corp","1.06","$417.9M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rby"
"SGA","Saga Communications, Inc.","40.71","$202M","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/sga"
"SSN","Samson Oil & Gas Limited","1.56","$22.13M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ssn"
"SPP","Sanchez Production Partners LP","2.26","$65.07M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/spp"
"SAND          ","Sandstorm Gold Ltd","3.46","$405.96M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/sand          "
"SARA","Saratoga Resources Inc","0.22","$6.82M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sara"
"SEB","Seaboard Corporation","3610","$4.23B","1996","n/a","n/a","http://www.nasdaq.com/symbol/seb"
"SVT","Servotronics, Inc.","6.55","$15.97M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/svt"
"SIF","SIFCO Industries, Inc.","14.54","$78.97M","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/sif"
"SVBL","Silver Bull Resources, Inc.","0.11","$17.5M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/svbl"
"SVLC","SilverCrest Mines, Inc.","1.06","$125.88M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/svlc"
"SKY","Skyline Corporation","3.48","$29.2M","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/sky"
"SLI","SL Industries, Inc.","41.67","$169.23M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sli"
"XPL","Solitario Exploration & Royalty Corp","0.7775","$30.52M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/xpl"
"SCE^B","Southern California Edison Company","23.28","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^b"
"SCE^C","Southern California Edison Company","23.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^c"
"SCE^D","Southern California Edison Company","23.38","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^d"
"SCE^E","Southern California Edison Company","25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^e"
"SGB","Southwest Georgia Financial Corporation","13.65","$34.78M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sgb"
"LOV","Spark Networks, Inc.","3.96","$97.93M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lov"
"STRP","Straight Path Communications Inc.","20.44","$244.86M","2013","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/strp"
"SSY","SunLink Health Systems, Inc.","1.44","$13.6M","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ssy"
"SDPI","Superior Drilling Products, Inc.","3.72","$64.32M","2014","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/sdpi"
"STS","Supreme Industries, Inc.","7.75","$128.55M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/sts"
"SYRG","Synergy Resources Corporation","11.77","$1.22B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/syrg"
"SYN","Synthetic Biologics, Inc","2.1","$152.72M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/syn"
"TRX","Tanzanian Royalty Exploration Corporation","0.4","$40.7M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/trx"
"TGB","Taseko Mines Limited","0.88","$195.19M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tgb"
"TAS","Tasman Metals Ltd","0.63","$41.67M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tas"
"TRC/WS","Tejon Ranch Co","0.5907","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/trc/ws"
"TIK","Tel-Instrument Electronics Corp.","5.83","$18.99M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/tik"
"TGC","Tengasco, Inc.","0.26","$15.82M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tgc"
"GLU","The Gabelli Global Utility and Income Trust","19.38","$79.68M","2004","n/a","n/a","http://www.nasdaq.com/symbol/glu"
"GLU^A","The Gabelli Global Utility and Income Trust","50.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/glu^a"
"TXMD","TherapeuticsMD, Inc.","6.62","$1.14B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/txmd"
"TPI","Tianyin Pharmaceutical Co., Inc.","0.5115","$15.05M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tpi"
"IDI","Tiger Media, Inc.","6.48","$90M","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/idi"
"TLR","Timberline Resources Corporation","0.6781","$6.71M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tlr"
"TGD","Timmons Gold Corp","0.62","$111.52M","2011","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tgd"
"TOF","Tofutti Brands Inc.","4.11","$21.18M","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/tof"
"TMP","Tompkins Financial Corporation","51.35","$766.79M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tmp"
"TAT","Transatlantic Petroleum Ltd","5.75","$234.54M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tat"
"TRXC","TransEnterix, Inc.","3.58","$230.69M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/trxc"
"TPLM","Triangle Petroleum Corporation","5.68","$427.64M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tplm"
"TRT","Trio-Tech International","2.82","$9.91M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/trt"
"HTM","U.S. Geothermal Inc.","0.4829","$51.7M","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/htm"
"UAMY","United States Antimony Corporation","1.16","$76.59M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/uamy"
"UUU","Universal Security Instruments, Inc.","5.76","$13.32M","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/uuu"
"UQM","UQM TECHNOLOGIES INC","1.03","$41.67M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/uqm"
"URG","Ur Energy Inc","0.94","$122.25M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/urg"
"URZ","Uranerz Energy Corporation","1.17","$112.22M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/urz"
"UEC","Uranium Energy Corp.","2.48","$228.14M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/uec"
"VTG","Vantage Drilling Company","0.3921","$121.74M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vtg"
"VSR","Versar, Inc.","3.7","$36.29M","1986","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/vsr"
"VII","Vicon Industries, Inc.","1.56","$14.27M","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/vii"
"VHC","VirnetX Holding Corp","6.37","$331.98M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/vhc"
"VGZ","Vista Gold Corporation","0.36","$29.66M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/vgz"
"VNRX","VolitionRX Limited","3.3","$59.18M","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/vnrx"
"VISI","Volt Information Sciences, Inc.","11.86","$246.88M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/visi"
"EAD","Wells Fargo Advantage Income Opportunities Fund","8.93","$633.88M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ead"
"ERC","Wells Fargo Advantage Multi-Sector Income Fund","13.63","$573.21M","2003","n/a","n/a","http://www.nasdaq.com/symbol/erc"
"ERH","Wells Fargo Advantage Utilities and High Income Fund","12.8","$118.16M","2004","n/a","n/a","http://www.nasdaq.com/symbol/erh"
"SBI","Western Asset Intermediate Muni Fund Inc","10.06","$141.61M","1992","n/a","n/a","http://www.nasdaq.com/symbol/sbi"
"WRN","Western Copper and Gold Corporation","0.4923","$46.37M","2011","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/wrn"
"WYY","WidePoint Corporation","1.42","$116.04M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/wyy"
"WTT","Wireless Telecom Group,  Inc.","2.23","$43.48M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/wtt"
"YUMA","Yuma Energy, Inc.","0.93","$66.55M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/yuma"
"YUMA^A","Yuma Energy, Inc.","20.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/yuma^a"
"ZBB","ZBB Energy Corporation","0.8401","$32.83M","2007","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/zbb"
